id,title,synopsis
62,Match Point,"match point is woody allen’s satire of the british high society and the ambition of a young tennis instructor to enter into it. yet when he must decide between two women - one assuring him his place in high society, and the other that would take him far from it - palms start to sweat and a dark psychological match in his head begins."
122,Dead Poets Society,"at an elite, old-fashioned boarding school in new england, a passionate english teacher inspires his students to rebel against convention and seize the potential of every day, courting the disdain of the stern headmaster."
257,Klute,a high-priced call girl is forced to depend on a reluctant private eye when she is stalked by a psychopath.
258,The Hole,four teenagers at a british private school secretly uncover and explore the depths of a sealed underground hole created decades ago as a possible bomb shelter.
315,Spider-Man,"after being bitten by a genetically altered spider, nerdy high school student peter parker is endowed with amazing powers to become the amazing superhero known as spider-man."
366,Grease,"australian good girl sandy and greaser danny fell in love over the summer. but when they unexpectedly discover they're now in the same high school, will they be able to rekindle their romance despite their eccentric friends?"
401,Harry Potter and the Philosopher's Stone,"harry potter has lived under the stairs at his aunt and uncle's house his whole life. but on his 11th birthday, he learns he's a powerful wizard -- with a place waiting for him at the hogwarts school of witchcraft and wizardry. as he learns to harness his newfound powers with the help of the school's kindly headmaster, harry uncovers the truth about his parents' deaths -- and about the villain who's to blame."
504,American Graffiti,a couple of high school graduates spend one final night cruising the strip with their buddies before they go off to college.
523,WarGames,"high school student david lightman has a talent for hacking. but while trying to hack into a computer system to play unreleased video games, he unwittingly taps into the defense department's war computer and initiates a confrontation of global proportions. together with his girlfriend and a wizardly computer genius, david must race against time to outwit his opponent and prevent a nuclear armageddon."
543,The Cincinnati Kid,an up-and-coming poker player tries to prove himself in a high-stakes match against a long-time master of the game.
562,Blood: The Last Vampire,"in japan, the vampire-hunter saya, who is a powerful original, is sent by her liaison with the government, david, posed as a teenage student to the yokota high school on the eve of halloween to hunt down vampires. saya asks david to give a new katana to her. soon she saves the school nurse makiho amano from two vampires disguised of classmates and makiho witnesses her fight against the powerful demon."
655,Notes on a Scandal,"a veteran high school teacher befriends a younger art teacher, who is having an affair with one of her 15-year-old students. however, her intentions with this new ""friend"" also go well beyond platonic friendship."
748,Ghost World,"two quirky, cynical teenaged girls try to figure out what to do with their lives after high school graduation. after they play a prank on an eccentric, middle aged record collector, one of them befriends him, which causes a rift in the girls' friendship."
767,School of Rock,"fired from his band and hard up for cash, guitarist and vocalist dewey finn finagles his way into a job as a fifth-grade substitute teacher at a private school, where he secretly begins teaching his students the finer points of rock 'n' roll. the school's hard-nosed principal is rightly suspicious of finn's activities. but finn's roommate remains in the dark about what he's doing."
771,Bring It On,"the toro cheerleading squad from rancho carne high school in san diego has got spirit, spunk, sass and a killer routine that's sure to land them the national championship trophy for the sixth year in a row. but for newly-elected team captain torrance, the toros' road to total cheer glory takes a shady turn when she discovers that their perfectly-choreographed routines were in fact stolen."
784,There's Only One Jimmy Grimble,"jimmy grimble is a shy manchester school boy. at school he is constantly being bullied by the other kids, and at home he has to face his mother's new boyfriend. however, through football, and some special boots, he manages to gain the confidence to succeed and leads his school football team towards the final of the local schools cup."
806,Freedom Writers,"a young teacher inspires her class of at-risk students to learn tolerance, apply themselves, and pursue education beyond high school."
808,Bill & Ted's Excellent Adventure,"bill and ted are high school buddies starting a band. they are also about to fail their history class—which means ted would be sent to military school—but receive help from rufus, a traveller from a future where their band is the foundation for a perfect society. with the use of rufus' time machine, bill and ted travel to various points in history, returning with important figures to help them complete their final history presentation."
