id,title,synopsis
15,Jarhead,"jarhead is a film about a us marine anthony swofford’s experience in the gulf war. after putting up with an arduous boot camp, swofford and his unit are sent to the persian gulf where they are eager to fight, but are forced to stay back from the action. swofford struggles with the possibility of his girlfriend cheating on him, and as his mental state deteriorates, his desire to kill increases."
17,Apocalypse Now,"at the height of the vietnam war, captain benjamin willard is sent on a dangerous mission that, officially, ""does not exist, nor will it ever exist."" his goal is to locate - and eliminate - a mysterious green beret colonel named walter kurtz, who has been leading his personal army on illegal guerrilla missions into enemy territory."
34,Mars Attacks!,"'we come in peace' is not what those green men from mars mean when they invade our planet, armed with irresistible weapons and a cruel sense of humor.  this star studded cast must play victim to the alien’s fun and games in this comedy homage to science fiction films of the '50s and '60s."
49,Armageddon,"when an asteroid threatens to collide with earth, nasa honcho dan truman determines the only way to stop it is to drill into its surface and detonate a nuclear bomb. this leads him to renowned driller harry stamper, who agrees to helm the dangerous space mission provided he can bring along his own hotshot crew. among them is the cocksure a.j. who harry thinks isn't good enough for his daughter, until the mission proves otherwise."
57,Predator,"dutch and his group of commandos are hired by the cia to rescue downed airmen from guerillas in a central american jungle. the mission goes well but as they return they find that something is hunting them. nearly invisible, it blends in with the forest, taking trophies from the bodies of its victims as it goes along. occasionally seeing through its eyes, the audience sees it is an intelligent alien hunter, hunting them for sport, killing them off one at a time."
68,The Lord of the Rings,the fellowship of the ring embark on a journey to destroy the one ring and end sauron's reign over middle-earth.
78,All Quiet on the Western Front,"a young soldier faces profound disillusionment in the soul-destroying horror of world war i. together with several other young german soldiers, he experiences the horrors of war, such evil of which he had not conceived of when signing up to fight. they eventually become sad, tormented, and confused of their purpose."
81,Star Trek: The Motion Picture,"when a destructive space entity is spotted approaching earth, admiral kirk resumes command of the starship enterprise in order to intercept, examine, and hopefully stop it."
83,Star Trek II: The Wrath of Khan,"it is the 23rd century. the federation starship u.s.s. enterprise™ is on routine training maneuvers and admiral james t. kirk (william shatner) seems resigned to the fact that this inspection may well be the last space mission of his career. but khan is back. aided by his exiled band of genetic supermen, khan (ricardo montalban) - brilliant renegade of 20th century earth - has raided space station regula one, stolen a top secret device called project genesis, wrested control of another federation starship and sets out in pursuit of the enterprise, determined to let nothing stand in the way of his mission: kill admiral kirk... even if it means universal armageddon."
85,Star Trek III: The Search for Spock,admiral kirk and his bridge crew risk their careers stealing the decommissioned enterprise to return to the restricted genesis planet to recover spock's body.
