id,title,synopsis
19,The Simpsons Movie,"after homer accidentally pollutes the town's water supply, springfield is encased in a gigantic dome by the epa and the simpsons are declared fugitives."
25,8 Mile,"the setting is detroit in 1995. the city is divided by 8 mile, a road that splits the town in half along racial lines. a young white rapper, jimmy ""b-rabbit"" smith jr. summons strength within himself to cross over these arbitrary boundaries to fulfill his dream of success in hip hop. with his pal future and the three one third in place, all he has to do is not choke."
74,Groundhog Day,"a narcissistic tv weatherman, along with his attractive-but-distant producer, and his mawkish cameraman, is sent to report on groundhog day in the small town of punxsutawney, where he finds himself repeating the same day over and over."
87,Edward Scissorhands,a small suburban town receives a visit from a castaway unfinished science experiment named edward.
108,Sin City,"welcome to sin city. this town beckons to the tough, the corrupt, the brokenhearted. some call it dark… hard-boiled. then there are those who call it home — crooked cops, sexy dames, desperate vigilantes. some are seeking revenge, others lust after redemption, and then there are those hoping for a little of both. a universe of unlikely and reluctant heroes still trying to do the right thing in a city that refuses to care."
130,Rebel Without a Cause,"after moving to a new town, troublemaking teen jim stark is supposed to have a clean slate, although being the new kid in town brings its own problems. while searching for some stability, stark forms a bond with a disturbed classmate, plato, and falls for local girl judy. however, judy is the girlfriend of neighborhood tough, buzz. when buzz violently confronts jim and challenges him to a drag race, the new kid's real troubles begin."
163,Fargo,"jerry, a small-town minnesota car salesman is bursting at the seams with debt... but he's got a plan. he's going to hire two thugs to kidnap his wife in a scheme to collect a hefty ransom from his wealthy father-in-law. it's going to be a snap and nobody's going to get hurt... until people start dying. enter police chief marge, a coffee-drinking, parka-wearing - and extremely pregnant - investigator who'll stop at nothing to get her man. and if you think her small-time investigative skills will give the crooks a run for their ransom... you betcha!"
172,High Noon,"will kane, the sheriff of a small town in new mexico, learns a notorious outlaw he put in jail has been freed, and will be arriving on the noon train. knowing the outlaw and his gang are coming to kill him, kane is determined to stand his ground, so he attempts to gather a posse from among the local townspeople."
183,Rio Bravo,"the sheriff of a small town in southwest texas must keep custody of a murderer whose brother, a powerful rancher, is trying to help him escape. after a friend is killed trying to muster support for him, he and his deputies - a disgraced drunk and a cantankerous old cripple - must find a way to hold out against the rancher's hired guns until the marshal arrives. in the meantime, matters are complicated by the presence of a young gunslinger - and a mysterious beauty who just came in on the last stagecoach."
195,Insomnia,two los angeles homicide detectives are dispatched to a northern town where the sun doesn't set to investigate the methodical murder of a local teen.
