id,title,synopsis
6,American Beauty,"lester burnham, a depressed suburban father in a mid-life crisis, decides to turn his hectic life around after developing an infatuation with his daughter's attractive friend."
7,Citizen Kane,"newspaper magnate, charles foster kane is taken from his mother as a boy and made the ward of a rich industrialist. as a result, every well-meaning, tyrannical or self-destructive move he makes for the rest of his life appears in some way to be a reaction to that deeply wounding event."
8,Dancer in the Dark,"selma, a czech immigrant on the verge of blindness, struggles to make ends meet for herself and her son, who has inherited the same genetic disorder and will suffer the same fate without an expensive operation. when life gets too difficult, selma learns to cope through her love of musicals, escaping life's troubles - even if just for a moment - by dreaming up little numbers to the rhythmic beats of her surroundings."
28,Brazil,"low-level bureaucrat sam lowry escapes the monotony of his day-to-day life through a recurring daydream of himself as a virtuous hero saving a beautiful damsel. investigating a case that led to the wrongful arrest and eventual death of an innocent man instead of wanted terrorist harry tuttle, he meets the woman from his daydream, and in trying to help her gets caught in a web of mistaken identities, mindless bureaucracy and lies."
29,Walk the Line,"a chronicle of country music legend johnny cash's life, from his early days on an arkansas cotton farm to his rise to fame with sun records in memphis, where he recorded alongside elvis presley, jerry lee lewis and carl perkins."
30,Million Dollar Baby,"despondent over a painful estrangement from his daughter, trainer frankie dunn isn't prepared for boxer maggie fitzgerald to enter his life. but maggie's determined to go pro and to convince dunn and his cohort to help her."
37,Blade Runner,"in the smog-choked dystopian los angeles of 2019, blade runner rick deckard is called out of retirement to terminate a quartet of replicants who have escaped to earth seeking their creator for a way to extend their short life spans."
44,Indiana Jones and the Last Crusade,"when dr. henry jones sr. suddenly goes missing while pursuing the holy grail, eminent archaeologist indiana must team up with marcus brody, sallah and elsa schneider to follow in his father's footsteps and stop the nazis from recovering the power of eternal life."
121,Paradise Found,"paradise found is a biography about the painter paul gauguin. focusing on his personal conflict between citizen life and his family life and the art scene in frane. in an incredible imagery montage gauguin manages to make a successful living in the south pacific, while being in opposition to france."
151,The War of the Roses,"the roses, barbara and oliver, live happily as a married couple. then she starts to wonder what life would be like without oliver, and likes what she sees. both want to stay in the house, and so they begin a campaign to force each other to leave. in the middle of the fighting is d'amato, the divorce lawyer. he gets to see how far both will go to get rid of the other, and boy do they go far."
165,The Shawshank Redemption,"framed in the 1940s for the double murder of his wife and her lover, upstanding banker andy dufresne begins a new life at the shawshank prison, where he puts his accounting skills to work for an amoral warden. during his long stretch in prison, dufresne comes to be admired by the other inmates -- including an older prisoner named red -- for his integrity and unquenchable sense of hope."
170,Pirates of the Caribbean: At World's End,"captain barbossa, long believed to be dead, has come back to life and is headed to the edge of the earth with will turner and elizabeth swann. but nothing is quite as it seems."
177,A River Runs Through It,"a river runs through is a cinematographically stunning true story of norman maclean. the story follows norman and his brother paul through the experiences of life and growing up, and how their love of fly fishing keeps them together despite varying life circumstances in the untamed west of montana in the 1920's."
188,Bruce Almighty,"bruce nolan toils as a 'human interest' television reporter in buffalo, n.y., but despite his high ratings and the love of his beautiful girlfriend, bruce remains unfulfilled. at the end of the worst day in his life, he angrily ridicules god—and the almighty responds, endowing bruce with all of his divine powers."
189,Once Upon a Time in America,"a former prohibition-era jewish gangster returns to the lower east side of manhattan over thirty years later, where he once again must confront the ghosts and regrets of his old life."
208,A Crime,"vincent's life is on hold until he finds his wife's killer. alice, his neighbor, is convinced she can make him happy. she decides to invent a culprit, so that vincent can find revenge and leave the past behind. but there is no ideal culprit and no perfect crime."
230,Garden State,"andrew returns to his hometown for the funeral of his mother, a journey that reconnects him with past friends. the trip coincides with his decision to stop taking his powerful antidepressants. a chance meeting with sam - a girl also suffering from various maladies - opens up the possibility of rekindling emotional attachments, confronting his psychologist father, and perhaps beginning a new life."
253,A Beautiful Mind,"john nash is a brilliant but asocial mathematician fighting schizophrenia. after he accepts secret work in cryptography, his life takes a turn for the nightmarish."
268,Wild at Heart,"after serving prison time for a self-defense killing, sailor ripley reunites with girlfriend lula fortune. lula's mother, marietta, desperate to keep them apart, hires a hitman to kill sailor. but he finds a whole new set of troubles when he and bobby peru, an old buddy who's also out to get sailor, try to rob a store. when sailor lands in jail yet again, the young lovers appear further than ever from the shared life they covet."
288,Fire,"in a barren, arranged marriage to an amateur swami who seeks enlightenment through celibacy, radha's life takes an irresistible turn when her beautiful young sister-in-law seeks to free herself from the confines of her own loveless marriage."
303,Psycho,"when larcenous real estate clerk marion crane goes on the lam with a wad of cash and hopes of starting a new life, she ends up at the notorious bates motel, where manager norman bates cares for his housebound mother."
