id,title,synopsis
5,Forrest Gump,"a man with a low iq has accomplished great things in his life and been present during significant historic events—in each case, far exceeding what anyone imagined he could do. but despite all he has achieved, his one true love eludes him."
79,The Secret Life of Words,a touching story of a deaf girl who is sent to an oil rig to take care of a man who has been blinded in a terrible accident. the girl has a special ability to communicate with the men on board and especially with her patient as they share intimate moments together that will change their lives forever.
124,North by Northwest,"advertising man roger thornhill is mistaken for a spy, triggering a deadly cross-country chase."
132,Boys Don't Cry,a young transgender man explores his gender identity and searches for love in rural nebraska.
147,King Kong,"adventurous filmmaker, carl denham, sets out to produce a motion picture unlike anything the world has seen before. alongside his leading lady ann darrow and his first mate jack driscoll, they arrive on an island and discover a legendary creature said to be neither beast nor man. denham captures the monster to displayed on broadway as kong, the eighth wonder of the world."
180,Meet Joe Black,"when the grim reaper comes to collect the soul of megamogul bill parrish, he arrives with a proposition: host him for a ""vacation"" among the living in trade for a few more days of existence. parrish agrees, and using the pseudonym joe black, death begins taking part in parrish's daily agenda and falls in love with the man's daughter. yet when black's holiday is over, so is parrish's life."
190,Snow Cake,a drama focused on the friendship between a high-functioning autistic woman and a man who is traumatized after a fatal car accident.
192,"Faster, Pussycat! Kill! Kill!","three strippers seeking thrills encounter a young couple in the desert. after dispatching the boyfriend, they take the girl hostage and begin scheming on a crippled old man living with his two sons in the desert, reputedly hiding a tidy sum of cash. they become house guests of the old man and try and seduce the sons in an attempt to locate the money, not realizing that the old man has a few sinister intentions of his own."
196,Mambo Italiano,"when an italian man comes out of the closet, it affects both his life and his crazy family."
213,Batman Returns,"while batman deals with a deformed man calling himself the penguin, an employee of a corrupt businessman transforms into the catwoman."
219,Mala Noche,mala noche is the film debut from director gus van sant. the film portrays the unanswered love of an american man toward a young mexican man.
239,The Life Aquatic with Steve Zissou,"renowned oceanographer steve zissou has sworn vengeance upon the rare shark that devoured a member of his crew. in addition to his regular team, he is joined on his boat by ned, a man who believes zissou to be his father, and jane, a journalist pregnant by a married man. they travel the sea, all too often running into pirates and, perhaps more traumatically, various figures from zissou's past, including his estranged wife, eleanor."
251,Human Nature,"a philosophical burlesque, human nature follows the ups and downs of an obsessive scientist, a female naturalist, and the man they discover, born and raised in the wild. as scientist nathan trains the wild man, puff, in the ways of the world - starting with table manners - nathan's lover lila fights to preserve the man's simian past, which represents a freedom enviable to most."
275,The Green Mile,"a supernatural tale set on death row in a southern prison, where gentle giant john coffey possesses the mysterious power to heal people's ailments. when the cell block's head guard, paul edgecomb, recognizes coffey's miraculous gift, he tries desperately to help stave off the condemned man's execution."
277,Grizzly Man,"werner herzog's documentary film about the ""grizzly man"" timothy treadwell and what the thirteen summers in a national park in alaska were like in one man's attempt to protect the grizzly bears. the film is full of unique images and a look into the spirit of a man who sacrificed himself for nature."
281,Johnny Handsome,"a career criminal who has been deformed since birth is given a new face by a kindly doctor and paroled from prison. it appears that he has gone straight, but he is really planning his revenge on the man who killed his mentor and sent him to prison."
316,Spider-Man 2,"peter parker is going through a major identity crisis. burned out from being spider-man, he decides to shelve his superhero alter ego, which leaves the city suffering in the wake of carnage left by the evil doc ock. in the meantime, parker still can't act on his feelings for mary jane watson, a girl he's loved since childhood."
317,Spider-Man 3,"the seemingly invincible spider-man goes up against an all-new crop of villains—including the shape-shifting sandman. while spider-man’s superpowers are altered by an alien organism, his alter ego, peter parker, deals with nemesis eddie brock and also gets caught up in a love triangle."
339,Big Fish,"throughout his life edward bloom has always been a man of big appetites, enormous passions and tall tales. in his later years, he remains a huge mystery to his son, william. now, to get to know the real man, will begins piecing together a true picture of his father from flashbacks of his amazing adventures."
344,The Terminal,"viktor navorski is a man without a country; his plane took off just as a coup d'etat exploded in his homeland, leaving it in shambles, and now he's stranded at kennedy airport, where he's holding a passport that nobody recognizes. while quarantined in the transit lounge until authorities can figure out what to do with him, viktor simply goes on living – and courts romance with a beautiful flight attendant."
390,On the Waterfront,"terry malloy dreams about being a prize fighter, while tending his pigeons and running errands at the docks for johnny friendly, the corrupt boss of the dockers union. terry witnesses a murder by two of johnny's thugs, and later meets the dead man's sister and feels responsible for his death. she introduces him to father barry, who tries to force him to provide information for the courts that will smash the dock racketeers."
409,Pulp Fiction,"a burger-loving hit man, his philosophical partner, a drug-addled gangster's moll and a washed-up boxer converge in this sprawling, comedic crime caper. their adventures unfurl in three stories that ingeniously trip back and forth in time."
413,Dead Man Walking,"a justice drama based on a true story about a man on death row who, in his last days, forms a strong relationship with a nun who teaches him forgiveness and gives him spirituality, as she accompanies him to his execution."
